ID,RH,PropSurv,Time,BF,Total,Alive,Dead,TotalDead
CC7,100,0,136,Y,14,0,14,14
CC7,100,0,142,Y,14,0,14,14
CC7,100,0,166,Y,14,0,14,14
CC8,100,1,0,Y,6,6,0,0
CC8,100,1,4,Y,6,6,0,0
CC8,100,0.333333333,90,Y,6,2,4,4
CC8,100,0,136,Y,6,0,2,6
CC8,100,0,142,Y,6,0,6,6
CC8,100,0,166,Y,6,0,6,6
CC9,100,1,0,Y,11,11,0,0
CC9,100,1,3,Y,11,11,0,0
CC9,100,1,29,Y,11,11,0,0
CC9,100,0.909090909,54,Y,11,10,1,1
CC9,100,0.818181818,75,Y,11,9,1,2
CC9,100,0.545454545,95,Y,11,6,3,5
CC9,100,0.363636364,100.5,Y,11,4,2,7
CC9,100,0.272727273,116,Y,11,3,1,8
CC9,100,0.090909091,142,Y,11,1,2,10
CC9,100,0,166,Y,11,0,1,11
DDC,75,0.86,4,N,50,43,7,7
DDC,100,0.92,4,N,50,46,4,4
DDC,75,0.88,5,N,50,44,6,6
DDC,75,0.94,5,N,50,47,3,3
DDC,100,0.955555556,5,N,45,43,2,2
DDC,75,0.96,5,N,50,48,2,2
DDC,75,0.96,5,N,50,48,2,2
DDC,100,0.96,5,N,50,48,2,2
DDC,75,0.98,5,N,50,49,1,1
DDC,100,0.98,5,N,50,49,1,1
DDC,100,0.98,5,N,50,49,1,1
DDC,75,1,5,N,50,50,0,0
DDC,100,1,5,N,50,50,0,0
DDC,75,0.9,7,N,50,45,5,5
DDC,100,0.96,7,N,50,48,2,2
DDC,100,1,7,N,50,50,0,0
DDC,100,1,7,N,50,50,0,0
DDC,100,1,7,N,50,50,0,0
DDC,75,1,7,N,50,50,0,0
DDC,75,1,7,N,50,50,0,0
DDC,75,1,7,N,50,50,0,0
DDC,75,0.1,18,N,50,5,45,45
DDC,75,0.2,18,N,100,20,80,80
DDC,75,0.24,18,N,50,12,38,38
DDC,75,0.24,18,N,50,12,38,38
DDC,75,0.246666667,18,N,150,37,113,113
DDC,75,0.28,18,N,50,14,36,36
DDC,75,0.28,18,N,50,14,36,36
DDC,75,0.28,18,N,50,14,36,36
DDC,75,0.3,18,N,50,15,35,35
DDC,75,0.32,18,N,50,16,34,34
DDC,75,0.333333333,18,N,30,10,20,20
DDC,75,0.36,18,N,50,18,32,32
DDC,75,0.46,18,N,50,23,27,27
DDC,75,0.52,18,N,50,26,24,24
DDC,75,0.525,18,N,40,21,19,19
DDC,100,0.573333333,18,N,150,86,64,64
DDC,75,0.6,18,N,50,30,20,20
DDC,100,0.6,18,N,50,30,20,20
DDC,75,0.62,18,N,50,31,19,19
DDC,75,0.64,18,N,50,32,18,18
DDC,75,0.66,18,N,50,33,17,17
DDC,75,0.66,18,N,50,33,17,17
DDC,100,0.66,18,N,50,33,17,17
DDC,75,0.66,18,N,50,33,17,17
DDC,75,0.66,18,N,50,33,17,17
DDC,75,0.69,18,N,100,69,31,31
DDC,100,0.7,18,N,50,35,15,15
DDC,75,0.7,18,N,50,35,15,15
DDC,75,0.74,18,N,100,74,26,26
DDC,100,0.76,18,N,50,38,12,12
DDC,75,0.76,18,N,50,38,12,12
DDC,75,0.76,18,N,50,38,12,12
DDC,75,0.82,18,N,50,41,9,9
DDC,100,0.82,18,N,50,41,9,9
DDC,75,0.82,18,N,50,41,9,9
DDC,100,0.84,18,N,50,42,8,8
DDC,75,0.86,18,N,50,43,7,7
DDC,100,0.86,18,N,50,43,7,7
DDC,100,0.87755102,18,N,49,43,6,6
DDC,75,0.9,18,N,50,45,5,5
DDC,75,0.92,18,N,50,46,4,4
DDC,100,0.92,18,N,50,46,4,4
DDC,100,0.92,18,N,50,46,4,4
DDC,100,0.92,18,N,100,92,8,8
DDC,100,0.94,18,N,50,47,3,3
DDC,100,0.96,18,N,50,48,2,2
DDC,100,0.96,18,N,50,48,2,2
DDC,100,0.96,18,N,50,48,2,2
DDC,100,0.96,18,N,50,48,2,2
DDC,100,0.977777778,18,N,90,88,2,2
DDC,75,0.98,18,N,50,49,1,1
DDC,100,0.98,18,N,50,49,1,1
DDC,100,1,18,N,50,50,0,0
DDC,75,1,18,N,50,50,0,0
DDC,100,1,18,N,40,40,0,0
DDC,100,1,18,N,50,50,0,0
DDC,100,1,18,N,50,50,0,0
DDC,100,1,18,N,50,50,0,0
DDC,100,1,18,N,50,50,0,0
DDC,100,1,18,N,50,50,0,0
DDC,75,0.06,25,N,50,3,47,47
DDC,75,0.16,25,N,50,8,42,42
DDC,75,0.32,25,N,50,16,34,34
DDC,75,0.32,25,N,50,16,34,34
DDC,75,0.34,25,N,50,17,33,33
DDC,75,0.4,25,N,50,20,30,30
DDC,100,0.416666667,25,N,48,20,28,28
DDC,75,0.54,25,N,50,27,23,23
DDC,100,0.6,25,N,50,30,20,20
DDC,75,0.64,25,N,50,32,18,18
DDC,75,0.7,25,N,50,35,15,15
DDC,100,0.72,25,N,50,36,14,14
DDC,75,0.72,25,N,50,36,14,14
DDC,100,0.72,25,N,50,36,14,14
DDC,75,0.74,25,N,50,37,13,13
DDC,75,0.76,25,N,50,38,12,12
DDC,100,0.85,25,N,20,17,3,3
DDC,100,0.86,25,N,50,43,7,7
DDC,100,0.88,25,N,50,44,6,6
DDC,100,0.9,25,N,50,45,5,5
DDC,100,0.9,25,N,50,45,5,5
DDC,100,0.92,25,N,50,46,4,4
DDC,100,0.98,25,N,50,49,1,1
DDC,75,0.18,29,N,50,9,41,41
DDC,75,0.24,29,N,50,12,38,38
DDC,75,0.34,29,N,50,17,33,33
DDC,75,0.36,29,N,50,18,32,32
DDC,75,0.44,29,N,50,22,28,28
DDC,75,0.58,29,N,50,29,21,21
DDC,75,0.64,29,N,50,32,18,18
DDC,100,0.78,29,N,50,39,11,11
DDC,100,0.82,29,N,50,41,9,9
DDC,100,0.92,29,N,50,46,4,4
DDC,100,0.92,29,N,50,46,4,4
DDC,100,0.92,29,N,50,46,4,4
DDC,100,1,29,N,50,50,0,0
DDC,75,0,36,N,20,0,20,20
DDC,75,0.2,36,N,50,10,40,40
DDC,100,0.021276596,47,N,47,1,46,46
DDC,75,0.18,47,N,50,9,41,41
DDC,75,0.26,50,N,50,13,37,37
DDC,75,0.44,50,N,50,22,28,28
DDC,100,0.56,50,N,50,28,22,22
DDC,75,0.02,54,N,50,1,49,49
DDC,100,0.68,54,N,50,34,16,16
DDC,75,0,72,N,50,0,50,50
DDC,100,0.52,72,N,50,26,24,24
DDC,75,0,95,N,50,0,50,50
DDC,75,0,95,N,50,0,50,50
DDC,75,0,95,N,50,0,50,50
DDC,100,0.2,95,N,50,10,40,40
DDC,100,0.24,95,N,50,12,38,38
DDC,100,0.32,95,N,50,16,34,34
DDC,100,0.42,95,N,50,21,29,29
DDC,75,0,95,N,50,0,50,50
DDC,100,0.06,121,N,50,3,47,47
